ヘッダ情報:伝票No.(伝票No.),ヘッダ情報:出張申請伝票No.(申請No.),ヘッダ情報:行数,明細情報:明細No.,明細情報:明細日付(日付),明細情報:明細時刻(開始)(時刻),明細情報:明細時刻(終了)(時刻),明細情報:出発地(出発),明細情報:到着地(到着),明細情報:交通機関(交通機関他),明細情報:金額(金額),明細情報:証票(領収証),明細情報:手当1CD(日当(選択)),明細情報:手当2CD(宿泊料(選択)),明細情報:手当3CD(滞在費補助(選択)),明細情報:フリー１(備考),明細情報:勘定科目名,明細情報:小計(小計),ヘッダ情報:手当計(手当計),ヘッダ情報:合計(合計),ヘッダ情報:申請者CD(申請者),ヘッダ情報:申請者名(申請者),ヘッダ情報:承認実行者1名,ヘッダ情報:承認日1,ヘッダ情報:承認実行者2名,ヘッダ情報:承認日2,ヘッダ情報:承認実行者3名,ヘッダ情報:承認日3,ヘッダ情報:承認実行者4名,ヘッダ情報:承認日4,ヘッダ情報:承認実行者5名,ヘッダ情報:承認日5
MEBAS0017828,,5,1,2026/04/01,08:40:00,09:20:00,OKI鶴岡,,作業･打合せ,0,証票なし,001,,,WO-00334843の状況確認,旅費交通費,0,1700,16970,AZ000144,影山 知紀,岡田　高明,2026/04/07,,,田中 裕子,2026/04/09,高橋　昭太,2026/04/10,,
MEBAS0017828,,5,2,2026/04/01,09:30:00,11:15:00,鶴岡,新潟,電車･ﾊﾞｽ,14860,証票あり,,,,えきねっとにて購入,旅費交通費,14860,1700,16970,AZ000144,影山 知紀,岡田　高明,2026/04/07,,,田中 裕子,2026/04/09,高橋　昭太,2026/04/10,,
MEBAS0017828,,5,3,2026/04/01,11:15:00,13:00:00,新潟,大宮,電車･ﾊﾞｽ,0,証票なし,,,,2行目に含む,旅費交通費,0,1700,16970,AZ000144,影山 知紀,岡田　高明,2026/04/07,,,田中 裕子,2026/04/09,高橋　昭太,2026/04/10,,
MEBAS0017828,,5,4,2026/04/01,13:00:00,14:20:00,大宮（埼玉）,北朝霞,電車･ﾊﾞｽ,253,証票なし,,,,JR東日本、昼食含む,旅費交通費,253,1700,16970,AZ000144,影山 知紀,岡田　高明,2026/04/07,,,田中 裕子,2026/04/09,高橋　昭太,2026/04/10,,
MEBAS0017828,,5,5,2026/04/01,14:20:00,14:30:00,朝霞台,朝霞,電車･ﾊﾞｽ,157,証票なし,,,,東武鉄道,旅費交通費,157,1700,16970,AZ000144,影山 知紀,岡田　高明,2026/04/07,,,田中 裕子,2026/04/09,高橋　昭太,2026/04/10,,
MEBAS0017829,,2,1,2026/04/01,09:30:00,14:00:00,鶴岡,大宮,電車･ﾊﾞｽ,14900,証票あり,002,,,昼休憩込み 　鶴岡～大宮乗車券込み,旅費交通費,14900,1700,17403,AZ000156,俣野 寛太,岡田　高明,2026/04/14,,,田中 裕子,2026/04/14,高橋　昭太,2026/04/14,,
MEBAS0017829,,2,2,2026/04/01,14:15:00,15:15:00,大宮（埼玉）,船橋法典,電車･ﾊﾞｽ,803,証票なし,,,,,旅費交通費,803,1700,17403,AZ000156,俣野 寛太,岡田　高明,2026/04/14,,,田中 裕子,2026/04/14,高橋　昭太,2026/04/14,,
MEBAS0017831,,10,1,2026/03/26,06:45:00,08:30:00,赤羽,八王子,電車･ﾊﾞｽ,902,証票なし,,,,,旅費交通費,902,0,3509,AZ000143,品川 祐太朗,中田　雅史,2026/04/02,藤倉 亮,2026/04/02,,,高橋　昭太,2026/04/02,,
MEBAS0017831,,10,2,2026/03/26,08:30:00,09:00:00,レンタカー,アルファー精工,車,0,証票なし,,,,,賃借料,0,0,3509,AZ000143,品川 祐太朗,中田　雅史,2026/04/02,藤倉 亮,2026/04/02,,,高橋　昭太,2026/04/02,,
MEBAS0017831,,10,3,2026/03/26,09:00:00,16:00:00,アルファー精工,,作業･打合せ,0,証票なし,,,,WO-00331178,旅費交通費,0,0,3509,AZ000143,品川 祐太朗,中田　雅史,2026/04/02,藤倉 亮,2026/04/02,,,高橋　昭太,2026/04/02,,
MEBAS0017831,,10,4,2026/03/26,16:00:00,16:30:00,アルファー精工,八王子駅,車,0,証票なし,,,,,賃借料,0,0,3509,AZ000143,品川 祐太朗,中田　雅史,2026/04/02,藤倉 亮,2026/04/02,,,高橋　昭太,2026/04/02,,
MEBAS0017831,,10,5,2026/03/26,16:30:00,17:30:00,八王子,赤羽,電車･ﾊﾞｽ,902,証票なし,,,,,旅費交通費,902,0,3509,AZ000143,品川 祐太朗,中田　雅史,2026/04/02,藤倉 亮,2026/04/02,,,高橋　昭太,2026/04/02,,
MEBAS0017831,,10,6,2026/03/27,06:45:00,08:30:00,赤羽,八王子,電車･ﾊﾞｽ,902,証票なし,,,,,旅費交通費,902,0,3509,AZ000143,品川 祐太朗,中田　雅史,2026/04/02,藤倉 亮,2026/04/02,,,高橋　昭太,2026/04/02,,
MEBAS0017831,,10,7,2026/03/27,08:30:00,09:00:00,レンタカー,アルファー精工,車,0,証票なし,,,,,賃借料,0,0,3509,AZ000143,品川 祐太朗,中田　雅史,2026/04/02,藤倉 亮,2026/04/02,,,高橋　昭太,2026/04/02,,
MEBAS0017831,,10,8,2026/03/27,09:00:00,15:00:00,アルファー精工,,作業･打合せ,0,証票なし,,,,WO-00331178,旅費交通費,0,0,3509,AZ000143,品川 祐太朗,中田　雅史,2026/04/02,藤倉 亮,2026/04/02,,,高橋　昭太,2026/04/02,,
MEBAS0017831,,10,9,2026/03/27,15:00:00,16:00:00,アルファー精工,八王子駅,車,0,証票なし,,,,ヤマト経由,賃借料,0,0,3509,AZ000143,品川 祐太朗,中田　雅史,2026/04/02,藤倉 亮,2026/04/02,,,高橋　昭太,2026/04/02,,
MEBAS0017831,,10,10,2026/03/27,16:00:00,17:00:00,八王子,大塚（東京）,電車･ﾊﾞｽ,803,証票なし,,,,,旅費交通費,803,0,3509,AZ000143,品川 祐太朗,中田　雅史,2026/04/02,藤倉 亮,2026/04/02,,,高橋　昭太,2026/04/02,,
MEBAS0017832,,6,1,2026/03/30,09:00:00,11:00:00,大塚,大昌電子栃木,車,0,証票なし,002,,011,,賃借料,0,10400,26600,AZ000143,品川 祐太朗,中田　雅史,2026/04/02,藤倉 亮,2026/04/02,,,高橋　昭太,2026/04/02,,
MEBAS0017832,,6,2,2026/03/30,13:00:00,21:00:00,大昌電子,,作業･打合せ,0,証票なし,,,,WO-00338790,旅費交通費,0,10400,26600,AZ000143,品川 祐太朗,中田　雅史,2026/04/02,藤倉 亮,2026/04/02,,,高橋　昭太,2026/04/02,,
MEBAS0017832,,6,3,2026/03/30,21:00:00,21:30:00,大昌電子,ホテル,車,0,証票なし,,,,,賃借料,0,10400,26600,AZ000143,品川 祐太朗,中田　雅史,2026/04/02,藤倉 亮,2026/04/02,,,高橋　昭太,2026/04/02,,
MEBAS0017832,,6,4,2026/03/30,21:30:00,08:20:00,ホテル,,ﾎﾃﾙ,16200,証票あり,,,,二泊分,旅費交通費,16200,10400,26600,AZ000143,品川 祐太朗,中田　雅史,2026/04/02,藤倉 亮,2026/04/02,,,高橋　昭太,2026/04/02,,
MEBAS0017832,,6,5,2026/03/31,09:00:00,19:15:00,大昌電子,,作業･打合せ,0,証票なし,,,011,WO-00338790,旅費交通費,0,10400,26600,AZ000143,品川 祐太朗,中田　雅史,2026/04/02,藤倉 亮,2026/04/02,,,高橋　昭太,2026/04/02,,
MEBAS0017832,,6,6,2026/03/31,19:15:00,19:45:00,大昌電子,ホテル,車,0,証票なし,,,,,賃借料,0,10400,26600,AZ000143,品川 祐太朗,中田　雅史,2026/04/02,藤倉 亮,2026/04/02,,,高橋　昭太,2026/04/02,,
MEBAS0017833,,5,1,2026/04/02,07:49:00,08:37:00,守山（滋賀）,長岡京,電車･ﾊﾞｽ,660,証票なし,,,,,旅費交通費,660,0,1780,AZ000165,山中 里紗,茅野　義洋,2026/04/10,福永 康平,2026/04/13,,,高橋　昭太,2026/04/13,,
MEBAS0017833,,5,2,2026/04/02,08:40:00,08:46:00,長岡京,工業団地前,電車･ﾊﾞｽ,230,証票なし,,,,,旅費交通費,230,0,1780,AZ000165,山中 里紗,茅野　義洋,2026/04/10,福永 康平,2026/04/13,,,高橋　昭太,2026/04/13,,
MEBAS0017833,,5,3,2026/04/02,09:00:00,18:40:00,洛西事業所,,作業･打合せ,0,証票なし,,,,IM定例など,旅費交通費,0,0,1780,AZ000165,山中 里紗,茅野　義洋,2026/04/10,福永 康平,2026/04/13,,,高橋　昭太,2026/04/13,,
MEBAS0017833,,5,4,2026/04/02,18:41:00,18:52:00,工業団地前,長岡京,電車･ﾊﾞｽ,230,証票なし,,,,,旅費交通費,230,0,1780,AZ000165,山中 里紗,茅野　義洋,2026/04/10,福永 康平,2026/04/13,,,高橋　昭太,2026/04/13,,
MEBAS0017833,,5,5,2026/04/02,19:10:00,19:53:00,長岡京,守山（滋賀）,電車･ﾊﾞｽ,660,証票なし,,,,,旅費交通費,660,0,1780,AZ000165,山中 里紗,茅野　義洋,2026/04/10,福永 康平,2026/04/13,,,高橋　昭太,2026/04/13,,
MEBAS0017834,,5,1,2026/04/01,00:00:00,08:00:00,駐車場,,駐車代,300,証票あり,002,,,3/31-4/1社有車駐車代,旅費交通費,300,1700,2300,AZ000155,藤本 宏治,茅野　義洋,2026/04/08,福永 康平,2026/04/09,,,高橋　昭太,2026/04/10,,
MEBAS0017834,,5,2,2026/04/01,08:00:00,10:00:00,能登川,NSC,車,0,証票なし,,,,,賃借料,0,1700,2300,AZ000155,藤本 宏治,茅野　義洋,2026/04/08,福永 康平,2026/04/09,,,高橋　昭太,2026/04/10,,
MEBAS0017834,,5,3,2026/04/01,10:00:00,16:00:00,NSC,,作業･打合せ,0,証票なし,,,,WO-00340314,旅費交通費,0,1700,2300,AZ000155,藤本 宏治,茅野　義洋,2026/04/08,福永 康平,2026/04/09,,,高橋　昭太,2026/04/10,,
MEBAS0017834,,5,4,2026/04/01,16:00:00,18:00:00,NSC,能登川,車,0,証票なし,,,,,賃借料,0,1700,2300,AZ000155,藤本 宏治,茅野　義洋,2026/04/08,福永 康平,2026/04/09,,,高橋　昭太,2026/04/10,,
MEBAS0017834,,5,5,2026/04/01,18:00:00,23:59:00,駐車場,,駐車代,300,証票あり,,,,4/1-4/2社有車駐車代,旅費交通費,300,1700,2300,AZ000155,藤本 宏治,茅野　義洋,2026/04/08,福永 康平,2026/04/09,,,高橋　昭太,2026/04/10,,
MEBAS0017835,,4,1,2026/04/02,07:30:00,10:00:00,能登川,愛工中津川,車,0,証票なし,002,,,,賃借料,0,1700,2000,AZ000155,藤本 宏治,茅野　義洋,2026/04/08,福永 康平,2026/04/09,,,高橋　昭太,2026/04/10,,
MEBAS0017835,,4,2,2026/04/02,10:00:00,15:00:00,愛工中津川,,作業･打合せ,0,証票なし,,,,WO-00341353,旅費交通費,0,1700,2000,AZ000155,藤本 宏治,茅野　義洋,2026/04/08,福永 康平,2026/04/09,,,高橋　昭太,2026/04/10,,
MEBAS0017835,,4,3,2026/04/02,15:00:00,17:30:00,愛工中津川,能登川,車,0,証票なし,,,,,賃借料,0,1700,2000,AZ000155,藤本 宏治,茅野　義洋,2026/04/08,福永 康平,2026/04/09,,,高橋　昭太,2026/04/10,,
MEBAS0017835,,4,4,2026/04/02,17:30:00,23:59:00,駐車場,,駐車代,300,証票あり,,,,4/2-4/3社有車駐車代,旅費交通費,300,1700,2000,AZ000155,藤本 宏治,茅野　義洋,2026/04/08,福永 康平,2026/04/09,,,高橋　昭太,2026/04/10,,
MEBAS0017836,,15,1,2026/04/01,09:00:00,09:30:00,草津（滋賀）,京都,電車･ﾊﾞｽ,410,証票なし,,,,,旅費交通費,410,10000,62650,AA003845,西 三照,福永 康平,2026/04/09,,,高橋　昭太,2026/04/10,,,,
MEBAS0017836,,15,2,2026/04/01,09:40:00,12:00:00,京都,東京,電車･ﾊﾞｽ,13680,証票あり,,,,,旅費交通費,13680,10000,62650,AA003845,西 三照,福永 康平,2026/04/09,,,高橋　昭太,2026/04/10,,,,
MEBAS0017836,,15,3,2026/04/01,12:00:00,12:30:00,東京,大塚（東京）,電車･ﾊﾞｽ,253,証票なし,,,,,旅費交通費,253,10000,62650,AA003845,西 三照,福永 康平,2026/04/09,,,高橋　昭太,2026/04/10,,,,
MEBAS0017836,,15,4,2026/04/01,13:00:00,17:30:00,,,作業･打合せ,0,証票なし,,,,大塚本社　打合せ等,旅費交通費,0,10000,62650,AA003845,西 三照,福永 康平,2026/04/09,,,高橋　昭太,2026/04/10,,,,
MEBAS0017836,,15,5,2026/04/01,17:45:00,18:30:00,大塚（東京）,和光市,電車･ﾊﾞｽ,416,証票なし,,,,,旅費交通費,416,10000,62650,AA003845,西 三照,福永 康平,2026/04/09,,,高橋　昭太,2026/04/10,,,,
MEBAS0017836,,15,6,2026/04/01,18:45:00,08:00:00,,,ﾎﾃﾙ,22300,証票あり,,,015,,旅費交通費,22300,10000,62650,AA003845,西 三照,福永 康平,2026/04/09,,,高橋　昭太,2026/04/10,,,,
MEBAS0017836,,15,7,2026/04/02,08:15:00,09:00:00,和光市,大塚（東京）,電車･ﾊﾞｽ,416,証票なし,,,,,旅費交通費,416,10000,62650,AA003845,西 三照,福永 康平,2026/04/09,,,高橋　昭太,2026/04/10,,,,
MEBAS0017836,,15,8,2026/04/02,09:00:00,17:30:00,,,作業･打合せ,0,証票なし,,,,大塚本社　打合せ等,旅費交通費,0,10000,62650,AA003845,西 三照,福永 康平,2026/04/09,,,高橋　昭太,2026/04/10,,,,
MEBAS0017836,,15,9,2026/04/02,17:45:00,18:30:00,大塚（東京）,和光市,電車･ﾊﾞｽ,416,証票なし,,,,,旅費交通費,416,10000,62650,AA003845,西 三照,福永 康平,2026/04/09,,,高橋　昭太,2026/04/10,,,,
MEBAS0017836,,15,10,2026/04/02,18:45:00,08:00:00,,,ﾎﾃﾙ,0,証票なし,,,,,旅費交通費,0,10000,62650,AA003845,西 三照,福永 康平,2026/04/09,,,高橋　昭太,2026/04/10,,,,
MEBAS0017836,,15,11,2026/04/03,08:15:00,09:00:00,和光市,大塚（東京）,電車･ﾊﾞｽ,416,証票なし,,,,,旅費交通費,416,10000,62650,AA003845,西 三照,福永 康平,2026/04/09,,,高橋　昭太,2026/04/10,,,,
MEBAS0017836,,15,12,2026/04/03,09:00:00,15:30:00,,,作業･打合せ,0,証票なし,,,,大塚本社　打合せ等,旅費交通費,0,10000,62650,AA003845,西 三照,福永 康平,2026/04/09,,,高橋　昭太,2026/04/10,,,,
MEBAS0017836,,15,13,2026/04/03,15:30:00,16:00:00,大塚（東京）,東京,電車･ﾊﾞｽ,253,証票なし,,,,,旅費交通費,253,10000,62650,AA003845,西 三照,福永 康平,2026/04/09,,,高橋　昭太,2026/04/10,,,,
MEBAS0017836,,15,14,2026/04/03,16:30:00,19:00:00,東京,京都,電車･ﾊﾞｽ,13680,証票あり,,,,,旅費交通費,13680,10000,62650,AA003845,西 三照,福永 康平,2026/04/09,,,高橋　昭太,2026/04/10,,,,
MEBAS0017836,,15,15,2026/04/03,19:15:00,19:45:00,京都,草津（滋賀）,電車･ﾊﾞｽ,410,証票なし,,,,,旅費交通費,410,10000,62650,AA003845,西 三照,福永 康平,2026/04/09,,,高橋　昭太,2026/04/10,,,,
MEBAS0017837,,5,1,2026/04/01,09:00:00,19:45:00,大昌栃木,,作業･打合せ,0,証票なし,001,,011,搬入、搬出、移設　WO-00338791,旅費交通費,0,12100,28300,AZ000163,松沢 響,中田　雅史,2026/04/07,,,田中 裕子,2026/04/09,高橋　昭太,2026/04/10,,
MEBAS0017837,,5,2,2026/04/01,20:00:00,08:20:00,ホテル,,ﾎﾃﾙ,16200,証票あり,,,,4月分 2泊分宿泊費,旅費交通費,16200,12100,28300,AZ000163,松沢 響,中田　雅史,2026/04/07,,,田中 裕子,2026/04/09,高橋　昭太,2026/04/10,,
MEBAS0017837,,5,3,2026/04/02,09:00:00,19:05:00,大昌栃木,,作業･打合せ,0,証票なし,001,,011,搬入、搬出、移設　WO-00338791,旅費交通費,0,12100,28300,AZ000163,松沢 響,中田　雅史,2026/04/07,,,田中 裕子,2026/04/09,高橋　昭太,2026/04/10,,
MEBAS0017837,,5,4,2026/04/03,09:00:00,17:00:00,大昌栃木,,作業･打合せ,0,証票なし,001,,,搬入、搬出、移設　WO-00338791,旅費交通費,0,12100,28300,AZ000163,松沢 響,中田　雅史,2026/04/07,,,田中 裕子,2026/04/09,高橋　昭太,2026/04/10,,
MEBAS0017837,,5,5,2026/04/03,17:00:00,20:00:00,大昌栃木,大塚事務所,車,0,証票なし,,,,レンタカー,賃借料,0,12100,28300,AZ000163,松沢 響,中田　雅史,2026/04/07,,,田中 裕子,2026/04/09,高橋　昭太,2026/04/10,,
MEBAS0017838,,4,1,2026/04/01,09:31:00,11:16:00,鶴岡,新潟,電車･ﾊﾞｽ,2750,証票なし,001,,,乗車料金,旅費交通費,2750,1700,17343,AZ000122,長橋　正輝,岡田　高明,2026/04/07,,,田中 裕子,2026/04/09,高橋　昭太,2026/04/10,,
MEBAS0017838,,4,2,2026/04/01,09:31:00,11:16:00,鶴岡,新潟,電車･ﾊﾞｽ,2090,証票あり,,,,特急料金,旅費交通費,2090,1700,17343,AZ000122,長橋　正輝,岡田　高明,2026/04/07,,,田中 裕子,2026/04/09,高橋　昭太,2026/04/10,,
MEBAS0017838,,4,3,2026/04/01,11:25:00,13:03:00,新潟,大宮（埼玉）,電車･ﾊﾞｽ,10550,証票あり,,,,,旅費交通費,10550,1700,17343,AZ000122,長橋　正輝,岡田　高明,2026/04/07,,,田中 裕子,2026/04/09,高橋　昭太,2026/04/10,,
MEBAS0017838,,4,4,2026/04/01,13:59:00,14:20:00,大宮（埼玉）,川口,電車･ﾊﾞｽ,253,証票なし,,,,途中昼休憩取得,旅費交通費,253,1700,17343,AZ000122,長橋　正輝,岡田　高明,2026/04/07,,,田中 裕子,2026/04/09,高橋　昭太,2026/04/10,,
MEBAS0017839,,10,1,2026/04/05,15:45:00,16:05:00,朝霞,池袋,電車･ﾊﾞｽ,261,証票なし,002,,011,東武鉄道,旅費交通費,261,6900,20235,AZ000144,影山 知紀,岡田　高明,2026/04/07,,,田中 裕子,2026/04/10,高橋　昭太,2026/04/10,,
MEBAS0017839,,10,2,2026/04/05,16:06:00,17:30:00,池袋,石岡,電車･ﾊﾞｽ,1595,証票なし,,,,JR東日本：乗車券,旅費交通費,1595,6900,20235,AZ000144,影山 知紀,岡田　高明,2026/04/07,,,田中 裕子,2026/04/10,高橋　昭太,2026/04/10,,
MEBAS0017839,,10,3,2026/04/05,16:30:00,17:30:00,上野,石岡,電車･ﾊﾞｽ,920,証票あり,,,,特急券：えきねっとにて購入,旅費交通費,920,6900,20235,AZ000144,影山 知紀,岡田　高明,2026/04/07,,,田中 裕子,2026/04/10,高橋　昭太,2026/04/10,,
MEBAS0017839,,10,4,2026/04/05,17:30:00,08:40:00,ホテル,,ﾎﾃﾙ,7700,証票あり,,,,宿泊数：1,旅費交通費,7700,6900,20235,AZ000144,影山 知紀,岡田　高明,2026/04/07,,,田中 裕子,2026/04/10,高橋　昭太,2026/04/10,,
MEBAS0017839,,10,5,2026/04/06,08:40:00,09:00:00,ホテル,リンクステック石岡,車,0,証票なし,,,,,賃借料,0,6900,20235,AZ000144,影山 知紀,岡田　高明,2026/04/07,,,田中 裕子,2026/04/10,高橋　昭太,2026/04/10,,
MEBAS0017839,,10,6,2026/04/06,09:00:00,17:30:00,リンクステック石岡,,作業･打合せ,0,証票なし,,,,"WO-00340628,WO-00340618,WO-00342174",旅費交通費,0,6900,20235,AZ000144,影山 知紀,岡田　高明,2026/04/07,,,田中 裕子,2026/04/10,高橋　昭太,2026/04/10,,
MEBAS0017839,,10,7,2026/04/06,17:30:00,18:00:00,リンクステック石岡,石岡,車,0,証票なし,,,,,賃借料,0,6900,20235,AZ000144,影山 知紀,岡田　高明,2026/04/07,,,田中 裕子,2026/04/10,高橋　昭太,2026/04/10,,
MEBAS0017839,,10,8,2026/04/06,18:00:00,18:45:00,石岡,柏,電車･ﾊﾞｽ,920,証票あり,,,,特急券：えきねっとにて購入,旅費交通費,920,6900,20235,AZ000144,影山 知紀,岡田　高明,2026/04/07,,,田中 裕子,2026/04/10,高橋　昭太,2026/04/10,,
MEBAS0017839,,10,9,2026/04/06,18:00:00,19:40:00,石岡,北朝霞,電車･ﾊﾞｽ,1782,証票なし,,,,JR東日本：乗車券,旅費交通費,1782,6900,20235,AZ000144,影山 知紀,岡田　高明,2026/04/07,,,田中 裕子,2026/04/10,高橋　昭太,2026/04/10,,
MEBAS0017839,,10,10,2026/04/06,19:40:00,19:45:00,朝霞台,朝霞,電車･ﾊﾞｽ,157,証票なし,,,,東武鉄道,旅費交通費,157,6900,20235,AZ000144,影山 知紀,岡田　高明,2026/04/07,,,田中 裕子,2026/04/10,高橋　昭太,2026/04/10,,
MEBAS0017840,,6,1,2026/04/04,14:59:00,17:14:00,大塚（東京）,上越妙高,電車･ﾊﾞｽ,9650,証票あり,,,011,,旅費交通費,9650,5000,33155,AH000318,岡田　高明,西 三照,2026/04/08,福永 康平,2026/04/09,,,高橋　昭太,2026/04/10,,
MEBAS0017840,,6,2,2026/04/04,17:14:00,08:00:00,ホテル,,ﾎﾃﾙ,9585,証票あり,,,,1泊分,旅費交通費,9585,5000,33155,AH000318,岡田　高明,西 三照,2026/04/08,福永 康平,2026/04/09,,,高橋　昭太,2026/04/10,,
MEBAS0017840,,6,3,2026/04/05,08:00:00,09:00:00,ホテル,新光電気,車,0,証票なし,,,,,賃借料,0,5000,33155,AH000318,岡田　高明,西 三照,2026/04/08,福永 康平,2026/04/09,,,高橋　昭太,2026/04/10,,
MEBAS0017840,,6,4,2026/04/05,09:00:00,14:00:00,新光電気,,作業･打合せ,0,証票なし,,,,WO-342095,旅費交通費,0,5000,33155,AH000318,岡田　高明,西 三照,2026/04/08,福永 康平,2026/04/09,,,高橋　昭太,2026/04/10,,
MEBAS0017840,,6,5,2026/04/05,14:00:00,15:30:00,新光電気,上越妙高,車,0,証票なし,,,,※移動、昼休み、荷物発送含む,賃借料,0,5000,33155,AH000318,岡田　高明,西 三照,2026/04/08,福永 康平,2026/04/09,,,高橋　昭太,2026/04/10,,
MEBAS0017840,,6,6,2026/04/05,15:55:00,18:15:00,上越妙高,大塚（東京）,電車･ﾊﾞｽ,8920,証票あり,,,,,旅費交通費,8920,5000,33155,AH000318,岡田　高明,西 三照,2026/04/08,福永 康平,2026/04/09,,,高橋　昭太,2026/04/10,,
MEBAS0017841,,9,1,2026/04/02,06:45:00,06:55:00,北習志野,西船橋,電車･ﾊﾞｽ,440,証票なし,002,,,西船橋から通勤経路に入る(06:55頃),旅費交通費,440,1700,14560,AZ000160,清水 雄太,中田　雅史,2026/04/09,,,田中 裕子,2026/04/10,高橋　昭太,2026/04/10,,
MEBAS0017841,,9,2,2026/04/02,06:55:00,10:15:00,西船橋,茅野,電車･ﾊﾞｽ,3850,証票なし,,,,乗車券料金のみ,旅費交通費,3850,1700,14560,AZ000160,清水 雄太,中田　雅史,2026/04/09,,,田中 裕子,2026/04/10,高橋　昭太,2026/04/10,,
MEBAS0017841,,9,3,2026/04/02,08:00:00,10:15:00,新宿,茅野,電車･ﾊﾞｽ,2140,証票なし,,,,特急券料金のみ,旅費交通費,2140,1700,14560,AZ000160,清水 雄太,中田　雅史,2026/04/09,,,田中 裕子,2026/04/10,高橋　昭太,2026/04/10,,
MEBAS0017841,,9,4,2026/04/02,10:20:00,10:35:00,トヨレン茅野,ちの技研,車,0,証票なし,,,,巡回車を利用,賃借料,0,1700,14560,AZ000160,清水 雄太,中田　雅史,2026/04/09,,,田中 裕子,2026/04/10,高橋　昭太,2026/04/10,,
MEBAS0017841,,9,5,2026/04/02,10:35:00,13:35:00,ちの技研,,作業･打合せ,0,証票なし,,,,巡回作業,旅費交通費,0,1700,14560,AZ000160,清水 雄太,中田　雅史,2026/04/09,,,田中 裕子,2026/04/10,高橋　昭太,2026/04/10,,
MEBAS0017841,,9,6,2026/04/02,13:40:00,15:00:00,ちの技研,トヨレン茅野,車,0,証票なし,,,,昼休憩を取りつつヤマトに寄り移動,賃借料,0,1700,14560,AZ000160,清水 雄太,中田　雅史,2026/04/09,,,田中 裕子,2026/04/10,高橋　昭太,2026/04/10,,
MEBAS0017841,,9,7,2026/04/02,15:15:00,18:30:00,茅野,西船橋,電車･ﾊﾞｽ,3850,証票なし,,,,乗車券料金のみ,旅費交通費,3850,1700,14560,AZ000160,清水 雄太,中田　雅史,2026/04/09,,,田中 裕子,2026/04/10,高橋　昭太,2026/04/10,,
MEBAS0017841,,9,8,2026/04/02,15:15:00,17:30:00,茅野,新宿,電車･ﾊﾞｽ,2140,証票なし,,,,特急券料金のみ,旅費交通費,2140,1700,14560,AZ000160,清水 雄太,中田　雅史,2026/04/09,,,田中 裕子,2026/04/10,高橋　昭太,2026/04/10,,
MEBAS0017841,,9,9,2026/04/02,18:30:00,18:45:00,西船橋,北習志野,電車･ﾊﾞｽ,440,証票なし,,,,西船橋から通勤経路に入る(18:30頃),旅費交通費,440,1700,14560,AZ000160,清水 雄太,中田　雅史,2026/04/09,,,田中 裕子,2026/04/10,高橋　昭太,2026/04/10,,
MEBAS0017842,,7,1,2026/04/04,07:45:00,08:00:00,鶴瀬,北朝霞,電車･ﾊﾞｽ,178,証票なし,,,,通勤経路,旅費交通費,178,0,1786,AH000306,前田　逸人,岡田　高明,2026/04/08,,,田中 裕子,2026/04/10,高橋　昭太,2026/04/10,,
MEBAS0017842,,7,2,2026/04/04,08:00:00,09:00:00,北朝霞,高尾,電車･ﾊﾞｽ,715,証票なし,,,,,旅費交通費,715,0,1786,AH000306,前田　逸人,岡田　高明,2026/04/08,,,田中 裕子,2026/04/10,高橋　昭太,2026/04/10,,
